MaterialID,MTitle,MShared,MaterialType,MDCGSID_ENname
138650,Let’s Go 2 Unit 5 Lesson 2,Jr. and Non-share,Junior,Everyday Language
138651,Let’s Go 2 Unit 5 Lesson 3,Jr. and Non-share,Junior,Everyday Language
138653,Let’s Go 2 Unit 5 Lesson 5,Jr. and Non-share,Junior,Everyday Language
138654,Let’s Go 2 Unit 5 Lesson 6,Jr. and Non-share,Junior,Everyday Language
136797,Fun with Grammar: What an Interesting Time! ,Jr. and Non-share,Junior,Everyday Language
136783,Oxford Discover B4-U1-S6,Jr. and Non-share,Junior,Everyday Language
136782,Oxford Discover B4-U1-S5,Jr. and Non-share,Junior,Everyday Language
136699,Fun with Grammar: What Did You Do Last Night? ,Jr. and Non-share,Junior,Everyday Language
133191,The cat is chasing a mouse,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language"
129932,Wild dogs,Jr. and Non-share,Junior,"History & Culture/**/Culture, History, and Religion/**/Everyday Language"
129397,I love eating healthy food!,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language/**/Food and Cooking"
128773,Mesentery - The New Organ In The Human Body  ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
128473,The Columbian Exchange  ,Jr. and Non-share,Junior,"History & Culture/**/Culture, History, and Religion/**/Everyday Language"
127960,Minnesota. All you need to know!,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns"
127926,Why It Is Good to Disagree,Jr. and Non-share,Junior,Everyday Language
126922,Commonly Confused Words,Jr. and Non-share,Junior,Everyday Language
126910,People of The Amazon,Jr. and Non-share,Junior,"Culture, History, and Religion/**/History & Culture"
125463,Organs,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
124570,Winter Time,Jr. and Non-share,Junior,Sport/**/Everyday Language/**/Sports and Recreation
123503,What is it?,Jr. and Non-share,Junior,Everyday Language
121395,Passive voice - Future simple vs future perfect,Jr. and Non-share,Junior,Everyday Language
121323,Passive Voice - Present Perfect Tense,Jr. and Non-share,Junior,Everyday Language
121222,"Indefinite pronouns- one, ones",Jr. and Non-share,Junior,Everyday Language
119821,Dishes,Jr. and Non-share,Junior,Everyday Language/**/Food and Cooking
119097,JR Special Session -  Story corner - Thumbelina 4-8,Share,Junior,
118967,Figurative Language: Simile,Jr. and Non-share,Junior,Everyday Language
118858,Hover Boards,Jr. and Non-share,Junior,Technology and Computers/**/Science
118614,Word order: Adverbs with the verb,Jr. and Non-share,Junior,Everyday Language
118424,Australia: Animals,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Everyday Language"
118010,Sibling Love,Jr. and Non-share,Junior,People and Relationships
117637,Cardinal and Ordinal Numbers,Jr. and Non-share,Junior,Everyday Language
117314,Prepositions of place,Jr. and Non-share,Junior,Everyday Language
116003,What are you like?,Jr. and Non-share,Junior,Everyday Language
115728,Let's not do it!,Jr. and Non-share,Junior,Everyday Language
113486,Outdoor Activities ,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/Sports and Recreation"
113477,Trampolining:  not just for children,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Sport/**/General school training/**/Sports and Recreation"
112881,Sightseeing Holidays,Jr. and Non-share,Junior,Travel and Transportation
112502,Film,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment
112378,Golf,Jr. and Non-share,Junior,Sport/**/Sports and Recreation
111738,The Hidden Treasure,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
111722,The Duck and the Fox,Jr. and Non-share,Junior,"Interesting, Fun and games"
111615,Holes in the Fence,Jr. and Non-share,Junior,People and Relationships/**/Everyday Language
110759,Sing a Song,Jr. and Non-share,Junior,General school training/**/Everyday Language
110584,In the Park,Jr. and Non-share,Junior,"Housing, Home, and Community/**/Housing, Home and Community/**/Art & Entertainment/**/Arts and Entertainment/**/Everyday Language"
110017,All Types of Animals,Jr. and Non-share,Junior,General school training/**/Everyday Language
109831,Mmmm - Desserts!,Jr. and Non-share,Junior,Everyday Language/**/Food and Cooking
137980,Oxford Discover B6-U15-S2,Jr. and Non-share,Junior,Everyday Language
137755,Oxford Discover B2-U11-S2,Jr. and Non-share,Junior,Everyday Language
137315,Oxford Discover B1-U12-S2,Jr. and Non-share,Junior,Everyday Language
137313,Oxford Discover B1-U11-S6,Jr. and Non-share,Junior,Everyday Language
137312,Oxford Discover B1-U11-S5,Jr. and Non-share,Junior,Everyday Language
137310,Oxford Discover B1-U11-S3,Jr. and Non-share,Junior,Everyday Language
137309,Oxford Discover B1-U11-S2,Jr. and Non-share,Junior,Everyday Language
136936,Oxford Discover B4-U2-S6,Jr. and Non-share,Junior,Everyday Language
136935,Oxford Discover B4-U2-S5 ,Jr. and Non-share,Junior,Everyday Language
136933,Oxford Discover B4-U2-S3,Jr. and Non-share,Junior,Everyday Language
136932,Oxford Discover B4-U2-S2,Jr. and Non-share,Junior,Everyday Language
127713,The Cinderella Story Around the World,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language"
122916,Let us Learn the Numbers - 1 to 20,Jr. and Non-share,Junior,Everyday Language
118786,Bangkok ,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Travel and Transportation/**/Countries, Cities and Towns"
136029,Shrimp,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language"
128817,Kinder kids learn numbers 1 to 10,Jr. and Non-share,Junior,Everyday Language
138656,Let’s Go 3 Unit 5 Lesson 2,Jr. and Non-share,Junior,Everyday Language
138657,Let’s Go 3 Unit 5 Lesson 3 ,Jr. and Non-share,Junior,Everyday Language
138666,Let's Go 4 Unit 5 Lesson 3,Jr. and Non-share,Junior,Everyday Language
138668,Let's Go 4 Unit 5 Lesson 5,Jr. and Non-share,Junior,Everyday Language
138798,Brrr... It's Cold! Introducing Pronouns,Jr. and Non-share,Junior,Everyday Language
138882,"Housing, Home, Community - The Big House",Jr. and Non-share,Junior,"Housing, Home and Community/**/Housing, Home, and Community/**/Everyday Language"
138883,"Housing, Home, Community - The rooms in my house",Jr. and Non-share,Junior,"Housing, Home and Community/**/Housing, Home, and Community/**/Everyday Language"
138937,JR SS Story Corner - The Lion & The Koala,Share,Junior,Everyday Language
138977,Free time,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language"
139207,"Housing, Home, Community - Public Transport",Jr. and Non-share,Junior,Travel and Transportation
139351,Let's Barbeque!,Jr. and Non-share,Junior,Food and Cooking
139443,Instruments,Jr. and Non-share,Junior,"Culture, History, and Religion/**/Interesting, Fun and games/**/History & Culture"
139826,JR SS Story Corner - The Language of the Kitten,Share,Junior,Everyday Language
140095,What are teeth for?,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language"
140103,JR Special Session: Story Corner – Andy Airplane goes to Egypt.,Share,Junior,Everyday Language
140127,Zoo Animal Friends!,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language"
140167,JRSS Story Corner - Winter Is Coming,Share,Junior,
140505,Desserts,Jr. and Non-share,Junior,Food and Cooking
140512,American Fast Foods,Jr. and Non-share,Junior,"Countries, Cities, and Towns/**/Countries, Cities and Towns/**/Food and Cooking"
140810,Let's Go 4 Unit 8 Lesson 5,Jr. and Non-share,Junior,Everyday Language
140880,Let's Go 5 Unit 8 Lesson 6,Jr. and Non-share,Junior,Everyday Language
140962,JR SS Story Corner - Don’t Humiliate the Mouse,Share,Junior,Everyday Language
141124,Let's Go 5 Unit 9 Lesson 2 ,Jr. and Non-share,Junior,Everyday Language
141126,Let's Go 5 Unit 9 Lesson 3,Jr. and Non-share,Junior,Everyday Language
141131,Let's Go 5 Unit 9 Lesson 5 ,Jr. and Non-share,Junior,Everyday Language
141132,Let's Go 5 Unit 9 Lesson 6 ,Jr. and Non-share,Junior,Everyday Language
141555,JR SS: Arts and Crafts: How to Make a Cardboard Opossum,Share,Junior,Art & Entertainment/**/Arts and Entertainment
141776,Family Time at the Movies! ,Jr. and Non-share,Junior,People and Relationships/**/Art & Entertainment/**/Arts and Entertainment
141881,Fun English: At the Restaurant,Jr. and Non-share,Junior,"Interesting, Fun and games/**/Everyday Language/**/Food and Cooking"
142042,Simple School Supplies,Jr. and Non-share,Junior,Everyday Language
142174,Cambridge YLE Movers – Listening #1,Share,Junior,English Proficiency Test/**/
143329,JR SS Story Corner - A Helpful Neighbor,Share,Junior,
147012,JR SS Story Corner - The Hippo & The Rhino,Share,Junior,Everyday Language
154326,JR Special Session We Can Talk: A Celebrity Chef,Share,Junior,
154341,JR Special Session Guide book for All idioms: Idioms About Ideas,Share,Junior,
154343,JR Special Session We Can Talk: The New Idol,Share,Junior,
154380,JR Special Session We Can Talk: A Girl And Her Pig,Share,Junior,
154681,JR Special Session Famous People: Levi Strauss,Share,Junior,
154682,JR Special Session Famous People: John F. Kennedy,Share,Junior,
159013,Symptoms and Treatment of 2019-nCoV,Share,Junior,
159479,Programming - kick the block (中文講解),Share,Junior,
159494,SS_Outdoor Fun,Share,Junior,
159537,SS_OUP_In the Future,Share,Junior,
160842,SS_Clean and Healthy,Share,Junior,
164597,JR SS Acting and Dance related - English - Acting,Share,Junior,"Fun/Interesting stuff/**/Interesting, Fun and games/**/Art & Entertainment/**/Arts and Entertainment"
165189,Jr SS Story Stars: The Adventures of Spot: A Big Decision,Share,Junior,
165327,The Full English Breakfast ,Jr. and Non-share,Junior,Food and Cooking
165811,Jr SS Story Stars: Busy Bunnies,Share,Junior,
154670,JR Special Session Famous People: the Wright Brothers,Share,Junior,
154659,JR Special Session Famous People: George Washington,Share,Junior,
154303,JR Special Session Guidebook for Idioms: Being Angry,Share,Junior,
154282,JR Special Session We Can Talk: An Actor,Share,Junior,
153110,Social Studies JRSS The Evolution of Communications 1,Share,Junior,"Training, Education and School"
150985,Basketball - Chicago Bulls,Jr. and Non-share,Junior,Sport/**/Everyday Language/**/Sports and Recreation
149909,What kind of movie is it?,Jr. and Non-share,Junior,Art & Entertainment/**/Arts and Entertainment/**/Everyday Language
143018,Junior Special Session: Arts and Crafts: Toilet Paper Roll Fox ,Share,Junior,Art & Entertainment/**/Arts and Entertainment
157889,Aviation & Aerospace: Environmental Effects of Aviation,Jr. and Non-share,Junior,Technology and Computers
154775,Health - A Healthy lifestyle,Jr. and Non-share,Junior,"Health, Fitness and Medicine/**/Health & Medicine"
166618,國小五年級_STEAM學科主題課程_四季星星,Share,Junior,
166554,Jr. special session - seal,Share,Junior,
166214,JR SS Story Corner - The Alligator & The Birds,Share,Junior,"Fun/Interesting stuff/**/Interesting, Fun and games"
161900,tutorJr 程式教育大會堂課程教材-造型設計小技巧,Share,Junior,
162956,程式教育_大會堂_RPG遊戲初體驗_勇者的冒險下,Share,Junior,
162955,程式教育_大會堂_RPG遊戲初體驗_勇者的冒險上,Share,Junior,
162954,Jr SS Great Wonders: The Hanging Gardens of Babylon,Share,Junior,
144319,JRSS: Farm animals - reindeer ,Share,Junior,Art & Entertainment/**/Arts and Entertainment
100059,Nasreddin's Visitors,Adult and Non-share,Adult,Everyday Language
100481,What is in the living room?,Share,Adult,Everyday Language
100607,Business IPOs,Adult and Non-share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
100757,Conversations Using Might,Adult and Non-share,Adult,Everyday Language
100943,What is leadership?,Adult and Non-share,Adult,"Management/**/People and Relationships/**/Careers and Jobs/**/Business, Industry and Finance"
100963,Greetings,Adult and Non-share,Adult,People and Relationships/**/Everyday Language
101041,Personal Pronouns,Share,Adult,Everyday Language
101189,Adjectives & Describing People,Adult and Non-share,Adult,Fashion/**/People and Relationships/**/Shopping and Style/**/Everyday Language
101272,Months of the Year,Adult and Non-share,Adult,Everyday Language
101336,Present Progressive Tense,Share,Adult,Everyday Language
101409,Grammar Exercise:  Adjective or Adverb?,Share,Adult,Everyday Language
101474,Grammar:  Comparative and Superlative Adjectives,Share,Adult,Everyday Language
101855,Everyday Idioms: Around the House,Adult and Non-share,Adult,"Training, Education and School/**/Housing, Home and Community/**/Housing, Home, and Community/**/Everyday Language"
102955,Investment Terms: Investing In The Stock Market,Adult and Non-share,Adult,"Management/**/Business, Industry and Finance/**/Everyday Language"
103040,"A lot of, Much & Many",Share,Adult,Everyday Language
103046,What will happen tomorrow?,Adult and Non-share,Adult,Everyday Language
103054,The Essential Skills in Shaking Hands,Adult and Non-share,Adult,"Culture, History, and Religion/**/Business, Industry and Finance/**/People and Relationships/**/History & Culture/**/Management"
103064,Loyalty,Share,Adult,"Management/**/Careers and Jobs/**/Business, Industry and Finance"
103072,Successful Seating Arrangements,Adult and Non-share,Adult,"Culture, History, and Religion/**/Business, Industry and Finance/**/Careers and Jobs/**/History & Culture/**/Management"
103089,Idioms from the Weather,Adult and Non-share,Adult,Geography and Weather/**/Everyday Language
103342,Music Practice,Adult and Non-share,Adult,Art & Entertainment/**/Arts and Entertainment
103386,Opposites,Adult and Non-share,Adult,Everyday Language
103393,Ages and Stages of Life,Adult and Non-share,Adult,"Health, Fitness and Medicine/**/Health & Medicine/**/Everyday Language/**/People and Relationships"
103453,EnglishSmart - Rhyming Words,Adult and Non-share,Adult,Everyday Language
103464,Superstition or Reason,Adult and Non-share,Adult,"Fun/Interesting stuff/**/Management/**/Culture, History, and Religion/**/History & Culture"
103486,The Negotiation Series - Part 1: Getting Started,Share,Adult,"Management/**/Business, Industry and Finance"
103519,Write Right: Resume Writing ,Share,Adult,"Business, Industry and Finance/**/Everyday Language"
103533,Aesop's Fables - The Tortoise & The Hare,Share,Adult,"Culture, History, and Religion/**/Training, Education and School/**/People and Relationships/**/History & Culture/**/Art & Entertainment/**/Arts and Entertainment"
103544,Correcting Past Mistakes: Adverb Clauses,Adult and Non-share,Adult,People and Relationships/**/Everyday Language
103554,Steps in Writing a Business Proposal ,Adult and Non-share,Adult,"Management/**/Business, Industry and Finance/**/TOEIC"
103606,Playing Around: Indoor Games,Adult and Non-share,Adult,Sport/**/Sports and Recreation
103644,Damaged Goods,Share,Adult,Management
